area_sqft,bedrooms,bathrooms,house_age,distance_km,price_usd,garage_spots
1029.4,4,3,13,32.2,89730.15,1.0
1165.0,4,3,41,13.05,136546.9,2.0
1594.2,4,2,11,8.64,230703.97,1.0
2144.4,1,1,13,3.1,288041.53,1.0
1011.1,2,1,43,5.79,86785.22,3.0
1599.6,2,1,16,8.11,218173.32,0.0
2228.5,5,3,34,21.47,279688.47,0.0
839.3,1,1,2,10.12,84085.97,1.0
987.6,4,3,30,2.87,149963.73,
1330.6,5,3,43,4.99,183240.23,0.0
1291.8,6,3,35,32.61,99333.19,1.0
1825.0,2,1,29,2.48,246967.03,2.0
1596.7,1,1,42,13.77,155975.91,1.0
790.0,5,2,14,1.7,137361.75,2.0
1706.2,1,1,18,1.95,255374.12,2.0
1269.0,1,1,3,22.77,102907.78,3.0
2009.8,6,4,34,6.07,280657.14,3.0
1249.0,6,3,36,6.58,187461.38,1.0
1245.4,5,4,37,3.97,191927.7,1.0
1716.5,6,3,37,4.72,267969.39,1.0
1805.2,1,1,6,5.85,250928.81,1.0
1679.2,1,1,33,2.53,203922.13,3.0
825.8,2,1,38,2.16,92675.27,2.0
1715.2,1,1,10,15.41,205432.83,2.0
1086.3,6,3,23,3.94,209789.24,1.0
1594.1,1,1,45,6.23,174549.74,2.0
930.5,4,2,20,31.82,61308.32,2.0
1678.5,6,5,37,0.5,316010.6,2.0
1177.4,5,2,26,3.09,183198.19,3.0
986.9,2,1,32,7.26,117194.28,3.0
1785.5,3,2,31,20.47,212899.03,0.0
1596.7,4,3,32,15.59,212297.65,0.0
1254.4,5,4,38,21.48,142468.45,3.0
2080.5,3,1,45,3.24,280264.41,1.0
1323.7,2,1,14,7.84,180738.67,1.0
1512.8,5,3,46,25.95,140222.17,3.0
1607.6,6,3,31,18.17,217298.16,
1252.1,3,2,29,6.92,196686.42,0.0
1688.5,1,1,16,0.9,262518.71,0.0
1286.6,4,2,20,8.73,189363.37,3.0
1335.3,6,4,32,0.5,241239.15,3.0
2045.1,6,3,18,16.65,285165.13,1.0
1083.8,3,2,14,26.89,95186.99,3.0
534.9,1,1,40,13.68,50000.0,0.0
2144.4,4,3,20,3.16,357475.0,3.0
2519.7,5,3,32,6.59,363231.65,0.0
1337.9,6,4,1,7.24,238496.57,2.0
725.3,1,1,3,4.3,138020.16,3.0
1375.8,2,1,42,20.55,116771.47,2.0
1385.5,3,2,7,4.27,247956.29,3.0
1424.0,1,1,39,19.35,124848.5,1.0
1054.6,6,4,45,7.93,152095.37,1.0
1731.8,1,1,24,1.35,235353.67,1.0
1709.8,4,2,44,21.71,194677.63,0.0
902.2,6,3,21,6.9,172797.72,
1779.7,5,3,47,1.03,246929.66,0.0
2321.1,5,4,11,21.71,324544.31,3.0
1568.8,2,1,21,14.95,199978.99,0.0
1365.1,5,3,19,3.23,225334.9,0.0
1443.2,3,1,39,5.46,174892.3,2.0
1746.1,1,1,2,25.01,212628.87,2.0
807.7,3,1,41,4.17,104992.32,0.0
1565.8,3,2,1,8.52,235364.27,2.0
1343.8,4,3,15,15.95,185905.67,0.0
2239.1,2,1,29,4.48,290488.34,3.0
1430.3,3,1,7,19.74,162505.71,0.0
2167.2,3,1,24,12.03,291051.22,2.0
1058.5,2,1,49,8.03,97354.35,2.0
1734.9,5,3,41,6.9,230819.03,1.0
1627.8,2,1,1,18.64,197315.41,2.0
1152.4,5,3,29,13.68,136050.44,1.0
1571.0,2,1,29,6.48,209238.19,2.0
1985.0,6,5,3,4.17,325129.44,0.0
1370.5,3,1,32,4.8,166602.82,2.0
823.2,1,1,26,9.83,50000.0,3.0
1493.0,1,1,34,0.5,200931.54,3.0
1139.0,5,4,14,1.77,181712.48,1.0
1363.1,6,4,12,27.44,176219.81,1.0
1467.4,2,1,36,15.3,176612.13,1.0
817.7,4,3,36,14.08,109319.76,3.0
853.7,4,3,8,7.77,115075.21,3.0
1692.8,1,1,10,3.17,249876.47,2.0
1290.9,3,2,29,9.01,150970.88,3.0
474.1,5,4,41,0.5,62518.3,0.0
1813.9,6,5,10,6.94,310560.45,3.0
1608.9,6,5,10,0.5,319266.55,3.0
1214.5,1,1,40,4.7,142050.89,2.0
973.3,2,1,34,42.19,50000.0,2.0
1834.3,3,2,45,3.94,253915.94,3.0
1639.7,1,1,39,11.75,143244.1,2.0
2453.0,4,3,47,5.14,331841.35,3.0
1668.1,1,1,9,0.5,238552.94,0.0
1655.1,1,1,13,0.5,245337.0,2.0
1433.2,1,1,11,1.62,206880.62,1.0
1826.7,2,1,2,2.52,282912.74,3.0
1750.0,5,4,38,5.01,259241.17,3.0
2000.7,2,1,33,2.81,273408.66,3.0
1291.5,6,5,4,7.55,247369.72,
1325.8,2,1,9,15.05,166179.08,1.0
1308.4,1,1,9,0.5,192688.53,0.0
1816.3,3,2,20,1.48,284028.95,3.0
2099.3,5,3,22,28.7,269808.93,1.0
1316.5,1,1,14,12.92,146578.77,2.0
1330.1,1,1,46,1.82,150958.48,1.0
1625.6,6,5,10,0.77,319951.15,3.0
1401.7,4,2,28,19.27,144307.38,3.0
1880.8,3,2,21,23.8,246588.12,3.0
599.3,5,4,19,7.44,84681.83,2.0
1169.3,6,4,41,7.77,165700.7,0.0
1187.0,3,1,48,0.89,132535.4,3.0
571.9,4,2,0,6.75,140335.48,0.0
1114.5,1,1,23,8.06,120857.23,1.0
1133.9,2,1,5,27.69,94522.13,1.0
1419.6,4,2,21,1.89,218506.86,1.0
1945.2,2,1,30,4.28,265380.85,3.0
1402.0,6,3,20,6.47,224970.11,0.0
1087.7,6,5,15,1.84,210638.94,2.0
1477.2,2,1,15,15.41,125418.34,0.0
1919.7,3,1,14,3.47,290595.21,3.0
1109.6,2,1,16,3.42,158242.94,2.0
1135.8,4,3,18,15.68,164315.05,1.0
1723.4,1,1,34,0.99,247384.08,0.0
1411.4,3,2,4,7.81,214669.19,0.0
1759.0,4,2,2,3.55,305033.29,0.0
1494.5,4,2,25,5.08,204430.35,1.0
1780.7,4,2,34,6.6,260019.64,3.0
1086.0,2,1,12,13.12,121550.38,0.0
1495.2,5,4,10,9.47,226101.84,2.0
1415.7,5,2,31,10.43,191091.81,1.0
1013.6,5,4,19,8.78,183913.81,0.0
874.6,3,1,36,6.61,99873.7,2.0
1774.3,6,3,7,19.7,284078.37,2.0
1359.6,3,1,6,0.64,212602.38,
1091.1,5,2,27,10.95,164140.79,2.0
1461.5,2,1,19,6.71,187514.28,1.0
1951.2,2,1,36,2.01,267835.89,3.0
587.7,4,2,25,26.86,50000.0,0.0
901.3,4,3,17,19.3,113833.8,2.0
1130.8,5,4,7,19.66,165994.29,3.0
2084.5,2,1,8,4.08,300739.38,0.0
1613.0,6,5,37,8.79,257378.09,3.0
1806.9,2,1,11,12.02,268748.89,0.0
1043.9,4,3,25,7.99,140852.52,1.0
1052.2,6,5,40,10.01,125272.54,1.0
1679.1,4,2,44,9.85,219016.5,0.0
1523.3,5,4,13,5.75,250680.58,2.0
1719.5,6,3,5,4.19,300377.64,1.0
1424.9,6,5,38,4.2,236893.19,2.0
1611.3,3,2,34,1.69,222979.71,1.0
1563.2,3,1,16,17.38,188119.08,2.0
1811.1,2,1,29,28.78,170022.94,3.0
1822.8,4,3,9,7.11,310329.69,2.0
852.1,6,3,35,7.62,126404.18,0.0
601.1,3,2,36,50.15,50000.0,1.0
1900.7,3,2,14,18.93,227582.43,1.0
1975.1,1,1,23,14.74,239536.51,0.0
1091.8,3,1,16,2.76,148340.69,0.0
756.1,2,1,1,15.25,64021.05,0.0
1539.6,6,5,6,1.04,303156.87,3.0
1872.3,4,2,47,2.44,269401.62,1.0
2219.0,1,1,22,7.97,290011.01,3.0
1706.5,1,1,7,3.91,253264.57,2.0
1351.3,6,3,2,5.41,249887.88,2.0
1142.7,6,4,17,4.5,214545.57,3.0
1504.6,5,4,49,11.49,201480.65,
1380.3,1,1,19,4.69,144083.4,0.0
1094.0,1,1,49,5.74,97479.73,1.0
2319.5,2,1,24,22.76,279607.01,2.0
2214.1,5,3,38,19.73,276152.15,0.0
1954.4,5,2,39,0.63,295022.37,0.0
1131.7,6,3,1,3.07,233600.85,0.0
1842.0,1,1,0,21.1,227212.75,2.0
1755.9,1,1,46,0.5,242296.38,1.0
1677.0,6,3,46,2.35,269216.54,
1999.9,6,3,6,9.6,325208.09,2.0
1754.1,5,4,32,8.99,254771.34,2.0
1796.0,1,1,46,6.24,165740.02,2.0
1754.8,1,1,47,5.74,197690.82,0.0
1636.3,1,1,14,11.74,186128.6,3.0
786.6,5,3,40,13.16,88824.36,0.0
1533.4,6,3,32,16.6,207112.76,2.0
1277.5,4,3,46,6.93,173085.71,2.0
988.1,2,1,7,1.79,176402.19,0.0
2172.7,5,3,30,8.96,317642.58,1.0
2191.6,1,1,1,13.51,334213.11,0.0
2043.7,5,3,17,35.14,239212.27,
1602.1,6,3,0,6.97,262751.31,2.0
2040.3,5,4,22,4.32,318246.01,1.0
1504.8,6,5,40,22.45,177774.0,2.0
1581.1,4,3,32,0.5,253149.74,3.0
1062.6,3,2,15,4.65,147240.31,0.0
1658.8,2,1,21,9.42,211892.8,1.0
1524.2,6,3,18,3.47,257188.01,0.0
978.9,5,4,36,19.84,97384.1,2.0
1479.5,2,1,13,9.56,210808.19,0.0
1468.1,6,3,4,37.75,174777.34,3.0
2219.0,1,1,25,5.98,315423.02,1.0
1857.7,4,3,41,2.24,264755.33,2.0
1504.6,2,1,23,20.7,175020.62,0.0
1599.5,4,2,10,6.54,229860.95,1.0
1517.7,3,2,2,15.54,191821.08,0.0
1418.8,3,2,47,7.14,150808.12,2.0
1067.0,5,3,38,1.36,165522.27,0.0
1439.6,5,3,7,1.29,276689.58,0.0
1201.6,3,2,3,4.02,189555.55,2.0
999.9,6,5,6,1.3,204733.56,2.0
1704.5,3,1,18,0.76,257555.29,1.0
1656.5,1,1,40,29.94,132235.89,1.0
785.3,1,1,7,2.56,107556.45,1.0
1450.9,2,1,40,8.14,158225.62,3.0
1898.3,5,4,0,0.5,323061.15,1.0
1923.7,4,3,36,5.25,268018.19,3.0
1910.3,3,2,14,2.57,313688.76,0.0
1515.6,3,2,48,5.52,188552.07,0.0
1162.0,6,4,23,20.24,142866.14,1.0
1066.5,4,3,13,4.02,197862.79,0.0
1637.8,1,1,12,11.51,200973.87,2.0
1651.7,1,1,41,3.19,223291.34,1.0
2014.9,3,1,20,12.34,291270.4,1.0
1940.0,3,2,17,1.53,300841.62,2.0
1447.1,6,3,36,11.98,178453.59,0.0
1002.3,4,2,26,13.31,155557.19,1.0
1372.4,5,3,33,0.5,225562.75,3.0
1586.9,4,3,22,0.5,252275.57,2.0
1419.2,3,1,3,10.02,222561.06,2.0
1268.8,4,3,0,4.03,235760.52,2.0
1601.2,4,2,1,19.94,240817.34,1.0
1298.4,5,4,28,48.57,65527.32,3.0
1248.8,2,1,25,7.75,159838.27,3.0
1624.6,4,2,37,9.46,195118.34,1.0
1339.2,2,1,44,3.22,169412.4,3.0
1597.6,5,4,8,34.49,186242.43,0.0
1609.3,5,3,47,9.58,215480.73,1.0
1044.2,4,3,46,6.98,125307.51,1.0
1307.5,6,3,30,6.36,200266.62,2.0
2075.1,4,3,26,0.88,311393.77,2.0
1035.2,1,1,8,11.18,136995.44,1.0
653.3,4,3,8,1.85,152202.08,1.0
755.3,5,3,0,1.99,153960.39,2.0
1511.6,1,1,32,11.8,174262.88,1.0
1512.4,1,1,21,0.7,219038.09,1.0
1453.0,2,1,9,7.4,206065.33,1.0
1985.7,6,3,6,8.9,304055.8,3.0
430.9,4,3,3,0.84,85980.66,2.0
1658.4,6,4,32,3.14,257228.04,0.0
2124.6,6,3,34,14.8,264397.26,3.0
1048.9,4,3,31,8.33,163270.42,2.0
1348.1,5,2,5,4.64,237809.05,1.0
1198.8,2,1,2,2.37,190855.33,2.0
1142.3,1,1,5,8.76,119210.11,0.0
1369.5,3,2,37,4.12,155316.05,0.0
2071.0,4,3,36,6.11,296080.97,1.0
2235.0,2,1,14,10.78,336671.03,3.0
1365.6,2,1,2,19.25,155209.54,1.0
2262.0,1,1,15,39.21,229628.62,1.0
1514.2,5,4,40,14.01,189908.58,3.0
2201.5,6,5,7,11.08,362423.41,3.0
1462.7,5,4,39,38.39,135645.96,1.0
1552.4,3,1,23,3.39,218895.46,0.0
1646.2,4,2,7,7.19,248619.49,2.0
2771.5,6,4,46,6.42,430551.02,2.0
1840.5,4,3,25,10.23,263063.95,3.0
1217.1,2,1,33,11.27,146513.72,3.0
1887.6,3,2,4,31.44,207743.61,2.0
1355.3,5,4,18,1.98,256863.39,0.0
1304.1,3,1,31,8.0,167526.49,0.0
1863.4,6,4,32,4.66,301650.02,2.0
1512.4,6,3,3,1.95,282390.35,
1611.4,1,1,30,1.64,206203.69,1.0
1505.6,5,2,47,3.79,208043.7,1.0
1634.6,3,2,39,4.18,213230.1,2.0
1670.0,4,3,10,22.99,230918.1,1.0
725.2,2,1,45,4.71,58613.91,0.0
1766.6,3,2,34,8.65,209785.88,3.0
1107.2,2,1,2,10.71,127360.04,1.0
923.1,1,1,6,9.18,90811.36,1.0
1476.6,5,4,46,5.5,219079.88,0.0
1533.6,1,1,10,23.69,142692.5,1.0
1222.6,3,2,4,21.2,153492.2,3.0
1832.4,2,1,22,7.93,247709.16,0.0
963.1,1,1,26,0.87,122684.34,0.0
1337.2,3,2,28,5.72,190401.36,0.0
1266.1,6,4,32,3.96,210003.14,0.0
1481.4,6,4,49,7.18,169206.96,2.0
1611.5,3,1,37,5.91,203734.49,1.0
1096.8,4,3,1,7.53,194109.04,3.0
1789.7,6,4,4,10.37,325146.14,1.0
1525.2,2,1,0,11.16,241587.56,2.0
743.2,6,4,19,10.6,104423.07,0.0
716.6,1,1,17,13.33,54851.73,1.0
1495.1,2,1,46,15.9,118868.46,1.0
1411.6,3,2,18,5.61,230095.52,0.0
1458.6,1,1,1,27.15,164342.6,
1488.8,5,3,44,32.42,133526.77,1.0
1590.2,6,4,13,3.48,282981.85,1.0
1879.1,3,2,45,23.06,213384.19,2.0
1055.6,6,5,38,10.59,172130.79,3.0
1031.2,5,2,44,9.3,141343.39,3.0
1062.7,5,4,40,2.02,172203.9,0.0
1615.6,5,3,7,9.05,256545.01,2.0
1998.0,4,3,31,5.65,304063.7,3.0
1327.5,1,1,20,53.48,50000.0,3.0
499.3,6,3,31,16.89,50000.0,1.0
818.4,4,2,37,7.87,91475.56,3.0
1166.8,6,3,25,16.83,174516.71,3.0
1276.9,6,4,15,6.32,247534.0,1.0
1336.6,2,1,45,0.91,153522.89,3.0
1515.4,3,2,33,24.1,145454.64,2.0
1375.3,2,1,44,8.98,152807.46,3.0
1919.7,1,1,11,3.97,283163.62,2.0
1229.6,6,3,41,12.26,153627.16,3.0
1155.1,6,3,16,20.94,182486.65,3.0
1691.6,6,4,23,15.41,254223.47,3.0
885.7,6,3,43,5.47,135826.29,1.0
1655.9,4,3,17,0.96,298479.52,2.0
1541.0,4,2,12,20.53,190418.29,2.0
1441.0,6,3,45,6.84,203310.43,3.0
2135.3,4,3,48,0.5,289396.73,1.0
1251.1,4,2,15,1.92,203326.06,1.0
2324.1,2,1,15,0.54,327675.4,2.0
1409.8,5,4,11,11.61,234656.25,3.0
989.2,5,4,1,22.31,146543.82,3.0
1528.0,5,4,27,13.2,213034.91,0.0
1069.5,3,1,12,2.26,166746.63,3.0
1199.3,2,1,42,26.77,81604.13,3.0
1658.8,1,1,8,2.04,229079.99,0.0
1722.2,4,3,31,19.2,213609.03,0.0
1251.1,5,2,25,8.62,192295.8,0.0
1895.0,5,3,30,0.5,275010.2,3.0
1963.0,6,3,5,2.33,354743.97,3.0
2074.5,3,1,23,1.15,284026.67,2.0
1711.8,5,4,31,8.72,251628.27,2.0
2045.4,5,3,17,14.7,279855.98,1.0
747.7,2,1,43,11.28,69188.58,3.0
1372.8,6,3,26,20.92,157598.29,0.0
1153.2,1,1,18,10.77,107322.95,1.0
1547.7,4,2,1,2.0,268945.38,0.0
1271.4,6,4,8,12.99,203936.73,3.0
1433.5,4,2,23,9.22,179197.36,2.0
2252.9,6,5,20,6.49,375341.7,2.0
1432.1,1,1,43,19.67,87342.49,3.0
1665.5,4,3,39,44.53,100903.69,0.0
1407.1,5,2,7,4.85,229488.8,3.0
1530.3,4,2,29,7.26,226989.41,0.0
1502.4,6,3,22,10.17,250878.64,3.0
1679.3,3,1,5,13.74,250213.81,2.0
1966.1,5,2,33,13.05,263856.55,3.0
2159.0,3,2,26,0.93,287433.32,0.0
1623.8,6,4,4,0.5,311140.0,3.0
1735.8,1,1,23,9.93,238040.61,3.0
1039.7,2,1,36,1.6,147453.03,0.0
1464.8,1,1,16,4.19,207887.59,2.0
1876.1,5,3,17,8.91,271450.05,3.0
1846.4,2,1,5,1.56,279389.06,1.0
1584.6,2,1,10,16.9,225004.74,1.0
1854.6,6,3,49,8.54,235501.53,1.0
1696.3,3,2,31,0.64,232097.83,2.0
1980.1,1,1,8,0.5,313056.65,3.0
1615.7,1,1,24,3.43,209819.07,2.0
1357.7,2,1,9,3.96,184242.09,2.0
1634.3,6,4,22,8.94,282844.75,
400.0,4,2,7,1.68,95481.95,3.0
1653.2,6,3,30,7.9,245552.78,1.0
400.0,2,1,28,7.44,50000.0,3.0
810.6,3,1,31,6.34,125083.08,1.0
1680.7,1,1,22,26.53,158744.07,2.0
1691.0,3,2,14,7.87,268198.12,1.0
1035.0,4,2,12,0.5,194758.78,3.0
1215.2,5,2,10,9.35,184411.04,2.0
2048.2,3,2,21,1.15,304894.7,2.0
1306.4,5,3,22,4.19,233668.42,1.0
2397.2,4,3,33,5.02,373844.79,2.0
1499.2,2,1,2,4.8,200944.4,3.0
1663.2,6,4,14,2.44,301607.68,1.0
2146.7,3,1,42,14.19,256227.24,3.0
1552.4,1,1,45,8.71,150230.97,1.0
1099.1,6,3,46,5.73,159380.59,0.0
1456.1,6,3,15,20.89,180507.46,2.0
1485.8,1,1,6,7.65,198728.56,2.0
954.1,6,3,9,7.42,161083.36,1.0
1397.7,6,3,6,3.96,246062.89,2.0
1203.1,5,4,47,8.31,158059.35,2.0
1869.7,2,1,44,3.72,222266.17,3.0
1513.8,4,3,40,10.6,217860.39,3.0
1386.9,4,3,36,4.63,205352.61,3.0
1457.5,4,2,17,6.16,248667.69,1.0
1589.2,4,2,23,14.24,207652.6,0.0
1746.7,4,2,42,0.5,243877.0,0.0
1100.1,4,3,40,2.41,183153.08,2.0
1083.4,5,3,25,9.61,149989.62,2.0
1941.9,4,2,41,1.51,276875.29,2.0
1335.1,1,1,17,7.52,181108.56,0.0
933.3,1,1,20,13.37,70326.52,2.0
1677.5,6,5,41,2.16,279629.6,3.0
1685.3,6,5,18,1.59,308177.78,2.0
887.7,4,3,37,9.59,126023.71,2.0
1591.8,2,1,22,3.63,235836.15,0.0
1794.2,5,3,14,0.5,325334.66,1.0
1649.8,1,1,10,3.6,236000.56,2.0
1752.8,3,2,30,3.29,238105.2,2.0
938.3,2,1,23,9.89,136115.9,2.0
1632.4,1,1,18,26.89,132688.23,2.0
1379.0,5,3,37,5.35,179980.19,2.0
1306.9,4,2,0,5.86,228918.4,1.0
1848.2,2,1,4,4.01,305776.25,2.0
2091.7,4,2,48,2.41,293765.37,1.0
2217.7,1,1,33,24.01,249026.61,1.0
2025.9,3,2,27,3.03,266457.47,1.0
1456.1,4,3,0,26.4,178713.99,2.0
1641.1,3,2,29,4.12,204901.05,
1806.7,5,4,21,61.32,133556.59,2.0
1548.5,2,1,29,3.54,184647.39,0.0
1552.3,1,1,2,1.87,218670.44,2.0
1829.5,4,2,27,39.49,173276.52,
1476.3,6,3,28,13.24,227045.81,0.0
1208.3,3,1,14,14.13,148664.8,0.0
1334.2,1,1,2,33.79,117907.06,3.0
1753.6,6,4,48,9.69,252441.49,1.0
1501.2,3,2,35,3.08,204722.46,0.0
1636.1,2,1,31,6.14,194359.46,0.0
1768.0,4,3,38,1.61,270249.95,2.0
1350.1,2,1,33,9.33,165111.03,
1802.5,6,4,6,5.69,327505.23,1.0
1651.5,2,1,22,1.33,243028.94,0.0
1006.1,4,3,44,5.82,110134.49,1.0
2076.9,4,2,14,2.68,339044.95,2.0
1299.7,2,1,48,15.18,112779.79,0.0
838.0,3,2,3,5.95,131010.83,1.0
1082.0,1,1,16,11.36,117595.73,0.0
1091.6,4,3,17,9.21,152343.01,1.0
1520.9,5,4,30,2.47,258038.81,0.0
1390.5,6,3,8,21.45,176332.67,0.0
1365.3,2,1,11,1.67,192692.6,
1747.9,2,1,33,3.5,228156.58,2.0
1636.0,4,3,14,0.5,298298.78,1.0
1626.4,5,3,43,10.26,232382.13,3.0
1663.9,6,5,43,1.56,241712.02,1.0
1746.5,1,1,15,13.9,235534.63,0.0
656.8,2,1,27,4.32,94390.94,0.0
1354.2,2,1,16,3.9,175617.15,3.0
627.9,2,1,17,0.71,54837.82,2.0
1514.4,3,2,33,19.75,161244.43,1.0
1498.1,6,3,14,36.81,177329.98,2.0
1918.2,1,1,7,3.53,305610.1,2.0
1975.1,5,3,12,4.03,311717.4,0.0
1581.1,4,3,46,9.1,227947.91,2.0
1299.9,4,3,12,7.12,172795.6,0.0
1694.1,5,2,18,26.3,198074.22,
1288.8,1,1,31,8.74,136637.75,2.0
1499.4,5,3,5,32.94,192383.8,1.0
1894.5,2,1,13,20.07,248825.8,0.0
1276.9,4,3,8,5.56,226552.99,0.0
1822.3,5,3,46,5.44,236567.66,2.0
1771.0,4,3,46,14.12,228009.37,2.0
1118.1,2,1,37,17.12,100602.04,0.0
1889.6,3,2,12,7.78,254621.56,1.0
1779.4,3,2,30,0.5,232408.77,1.0
1540.8,1,1,33,11.23,186400.72,3.0
1195.1,5,2,43,17.3,123050.49,3.0
1156.3,1,1,7,1.55,154107.06,1.0
1284.9,3,2,36,16.03,132337.62,2.0
1717.0,4,3,9,4.55,285568.44,3.0
1117.7,1,1,28,3.71,134684.53,
1675.0,6,3,43,8.05,215234.56,0.0
1003.3,3,1,3,14.26,161389.89,1.0
1418.4,1,1,7,4.99,217445.93,2.0
1543.9,4,3,40,5.66,208567.81,3.0
2478.1,4,3,0,9.11,386938.39,1.0
949.1,4,3,34,32.05,57812.65,0.0
2088.8,5,3,25,3.46,310995.75,0.0
1559.9,3,2,17,2.16,245947.8,1.0
1664.5,5,3,43,8.9,206402.48,0.0
1547.3,3,1,42,5.9,191930.43,0.0
1677.9,4,3,16,4.46,248575.86,2.0
1438.5,1,1,0,14.2,169397.22,3.0
2081.6,4,3,6,9.58,347991.24,0.0
1317.4,2,1,5,1.86,207910.74,2.0
1952.9,5,4,49,37.53,184646.6,2.0
1242.3,5,3,29,15.18,130833.25,2.0
1475.9,6,3,33,1.26,232046.47,3.0
1071.2,6,5,11,15.0,182405.35,3.0
1682.0,1,1,42,23.04,148682.17,1.0
2078.1,1,1,36,14.07,206995.09,3.0
1469.1,6,5,37,7.3,230173.34,0.0
1421.2,3,1,23,3.05,210926.85,3.0
1054.2,1,1,34,23.22,79915.71,0.0
1408.3,2,1,27,14.83,145527.13,0.0
862.9,6,3,19,21.12,72639.72,0.0
1134.8,3,2,29,5.34,138465.5,0.0
1590.7,1,1,16,1.28,212097.52,1.0
2027.6,5,4,47,3.84,307257.08,2.0
2623.7,2,1,35,14.36,288718.83,2.0
1265.4,3,2,36,6.9,153173.64,0.0
2074.1,1,1,35,5.54,286874.89,1.0
1597.5,4,2,22,7.41,233103.31,0.0
1439.5,3,2,47,28.94,120141.86,0.0
1673.0,6,4,10,6.51,262792.62,2.0
1524.8,3,2,28,17.19,153517.0,2.0
1544.2,2,1,3,1.29,266722.33,0.0
1336.7,1,1,14,5.65,181271.46,1.0
940.8,2,1,28,0.5,128562.54,3.0
882.5,3,2,24,1.28,116976.78,2.0
1761.3,1,1,47,2.56,214613.26,0.0
1389.3,3,2,30,7.77,165893.28,3.0
1261.6,6,3,20,29.1,158742.84,0.0
1503.4,5,3,21,14.44,252916.89,1.0
1818.0,4,3,30,0.5,289455.05,2.0
1572.1,6,5,39,1.94,246667.11,2.0
1237.6,5,4,13,24.01,119989.22,0.0
1990.5,4,2,29,54.25,117751.71,3.0
2131.7,6,4,28,13.1,338187.77,0.0
1697.8,1,1,0,17.97,198334.31,2.0
1889.5,5,3,45,10.37,247744.69,1.0
1996.8,2,1,28,12.59,258962.65,3.0
1952.0,5,3,12,17.62,302771.54,3.0
1745.6,6,3,31,4.67,270639.48,3.0
1739.3,3,2,33,3.09,239972.53,3.0
1707.9,1,1,45,4.1,203963.72,2.0
1061.1,3,2,1,19.96,122652.47,0.0
1780.3,3,1,20,2.54,255809.31,2.0
957.7,6,4,9,29.02,119957.96,1.0
1182.2,6,4,28,4.38,201363.71,2.0
2021.4,4,2,25,0.51,345644.4,0.0
1836.1,6,4,23,24.81,247953.31,2.0
2095.0,3,1,49,15.17,256208.82,1.0
1391.3,3,2,26,23.65,124477.19,2.0
1039.1,6,3,20,6.79,182362.44,1.0
1403.8,5,3,3,4.34,238118.0,1.0
1540.8,4,2,14,16.98,211307.25,0.0
1531.6,3,2,44,8.36,196191.96,3.0
1953.5,5,3,22,4.77,308073.29,0.0
1355.5,5,4,45,6.39,226252.3,0.0
1640.8,3,2,26,5.37,254246.03,1.0
1104.5,1,1,27,0.5,162441.05,0.0
1680.1,1,1,21,4.04,239173.33,
1501.2,1,1,27,11.74,197023.61,1.0
1200.1,3,2,3,0.5,187356.66,0.0
1405.7,4,3,2,6.27,257206.27,1.0
1426.3,5,3,23,7.19,204910.44,0.0
1391.9,2,1,29,0.54,184908.17,2.0
2208.5,5,4,27,11.26,333513.58,1.0
1460.6,4,3,21,31.19,165812.34,0.0
1402.4,1,1,14,26.49,109777.67,3.0
661.0,3,2,35,1.91,77746.73,2.0
1142.3,2,1,30,1.0,154809.1,1.0
1394.8,6,4,2,13.77,230724.32,2.0
1225.7,6,5,22,34.58,139507.12,2.0
2052.7,5,4,35,0.5,375941.37,0.0
1434.0,4,3,39,3.9,209899.14,3.0
2015.4,3,2,14,2.01,302453.06,1.0
1524.7,2,1,46,4.15,162592.64,0.0
1514.9,5,4,32,13.43,203654.47,2.0
1464.5,1,1,21,0.56,191677.83,3.0
1501.5,2,1,31,7.96,192155.03,2.0
2187.5,1,1,43,1.04,293178.86,1.0
572.2,3,1,11,0.5,93175.83,1.0
699.4,2,1,7,1.42,143035.07,2.0
1282.7,2,1,22,0.5,174478.04,0.0
1505.8,3,2,4,11.72,218105.85,3.0
1776.0,6,3,41,3.2,280187.88,1.0
1689.2,4,3,48,4.59,242401.32,0.0
1346.3,5,3,30,3.7,229012.89,0.0
1907.6,6,5,48,3.11,298642.26,2.0
1912.1,6,3,3,21.62,297110.35,0.0
1573.6,3,2,31,6.93,202091.43,3.0
1885.1,6,3,22,6.9,312421.45,3.0
1609.1,6,5,13,8.04,288208.2,0.0
1275.4,6,3,15,1.4,254802.76,0.0
1779.1,3,1,27,5.44,222132.47,3.0
1544.2,2,1,32,10.09,170368.0,0.0
1500.5,4,3,8,10.83,242349.24,1.0
2089.2,6,3,30,3.85,289064.68,3.0
519.7,6,4,46,1.13,94749.8,0.0
932.9,4,3,0,5.38,186689.99,2.0
1025.2,1,1,43,21.67,50000.0,
1354.7,3,1,30,10.73,157557.3,1.0
1398.2,5,2,17,3.86,211630.48,3.0
897.1,4,2,36,44.7,50000.0,2.0
1105.9,3,1,30,9.38,123349.19,1.0
1155.7,3,2,38,39.57,50000.0,3.0
2483.0,1,1,4,6.44,350274.68,2.0
2220.7,2,1,2,1.85,342099.8,0.0
1335.3,5,2,32,3.48,197196.32,1.0
1354.6,2,1,15,16.46,184931.07,
1040.3,6,3,11,8.29,175075.7,2.0
736.7,1,1,21,1.78,98135.21,3.0
